County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
QUEENS,750833,Store,JAC,KAZI DELI 1 CORP,KAZI DELI 1,114-64 B,MERRICK BLVD,,,JAMAICA,NY,11434,800,POINT (-73.778160593 40.689974237)
SUFFOLK,474463,Store,JAC,GREENPORT MINI STOP CORP,TSM GROCERY,200-2,FRONT ST,,,GREENPORT,NY,11944,3000,POINT (-72.362209049 41.101883719)
BRONX,608539,Store,A,SWEET HOME AFRICAN MKT INC,SWEET HOME AFRICAN MKT,15,E. BEDFORD PARK BLVD #17,,,BRONX,NY,10468,2000,POINT (-73.888922079 40.873239017)
KINGS,618939,Store,JAC,GONZALEZ BLAS,LOS COMPADRES GROCERY,401,61ST ST,,,BROOKLYN,NY,11220,1500,POINT (-74.018710737 40.640207064)
SUFFOLK,720732,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07859,152,E NORTH PORT RD,,,KINGS PARK,NY,11754,0,POINT (-73.262808492 40.884339622)
KINGS,670176,Store,A,SUPER MARKET OF AVE N INC,SUPER MARKET OF AVE N,3524,FLATLANDS AVE,,,BROOKLYN,NY,11234,1500,POINT (-73.94050054 40.617757812)
CATTARAUGUS,730578,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 17913,10011,ROUTE 16,,,MACHIAS,NY,14101,9200,POINT (-78.480158746 42.435588177)
ERIE,712819,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #14978,122,S MAIN ST,,,HOLLAND,NY,14080,9111,POINT (-78.538097981 42.639225886)
SCHOHARIE,430014,Store,JABC,WAL-MART STORES EAST LP,WAL-MART 2135,139,MERCHANT PLACE,,,COBLESKILL,NY,12043,42000,POINT (-74.455424405 42.682179619)
NASSAU,282610,Store,JAC,SATSANG INC,7 ELEVEN STORE 11150G,635,POWELLS LN,,,WESTBURY,NY,11590,2000,POINT (-73.577144534 40.770892711)
KINGS,612807,Store,A,ORGANIC GIRL ON 3RD INC,ORGANIC GIRL ON 3RD AVE,9401,3RD AVE,,,BROOKLYN,NY,11209,1000,POINT (-74.033222829 40.617769882)
DUTCHESS,130578,Store,A,ECKERD CORP,RITE AID 10712,1604,RT 9,,,WAPPINGERS FALLS,NY,12590,7000,POINT (-73.910666077 41.59926015)
BRONX,747428,Store,JAC,EASTCHESTER GOURMET DELI INC,EASTCHESTER GOURMET DELI,3001,EASTCHESTER ROAD,,,BRONX,NY,10469,0,POINT (-73.842942982 40.86956326)
KINGS,671678,Store,JAC,LOS VECINOS DELI CORP,LOS VECINOS DELI,288,ETNA ST,,,BROOKLYN,NY,11208,1000,POINT (-73.873317993 40.686787437)
KINGS,671656,Store,A,OCEANA EXPRESS PHARMACY INC,RX EXPRESS PHARMACY,2009,AVENUE U,,,BROOKLYN,NY,11229,1500,POINT (-73.951001975 40.599561623)
NEW YORK,626736,Store,JAC,BOGOPA MADISON LLC,FINE FARE SUPERMARKET,1718,MADISON AVE,,,NEW YORK,NY,10029,10000,POINT (-73.946185649 40.798423156)
QUEENS,734096,Store,JAC,90TH GROCERY & DELI INC,90TH GROCERY & DELI,90-01,37TH AVE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.876765973 40.750667556)
MONROE,260758,Store,JAC,TARGET CORPORATION,TARGET 1157,2325,MARKET PLACE DR,,,ROCHESTER,NY,14623,1000,POINT (-77.632450106 43.077957497)
BRONX,752860,Store,JAC,GREEN BRYANT DELI & GROCERY CORP,GREEN BRYANT DELI & GROCERY,1950,BRYANT AVE,,,BRONX,NY,10460,600,POINT (-73.881599062 40.840426758)
KINGS,732353,Store,JAC,JOAN FOOD CORP,C TOWN,2115,PITKIN AVE,,,BROOKLYN,NY,11207,30000,POINT (-73.894368305 40.672252421)
ERIE,718962,Store,JAC,DOAT STOP CORPORATION,INDOPAK BANGLA BAZAR,525,DOAT ST,,,BUFFALO,NY,14211,10001,POINT (-78.801295524 42.90963153)
QUEENS,712283,Store,JAC,MARUTI 149 CORP,ANGIES GENERAL STORE,149-21,41ST AVE,,,FLUSHING,NY,11355,1400,POINT (-73.815075166 40.762424851)
NEW YORK,627993,Store,A,DUANE READE ETAL PTRS,DUANE READE 14412,352,GREENWICH ST,,,NEW YORK,NY,10013,4000,POINT (-74.010570652 40.719298576)
BRONX,722693,Store,JAC,B H GOURMET DELI CORP,B H GOURMET DELI,2550,BAINBRIDGE AVENUE STORE 1,,,BRONX,NY,10458,0,POINT (-73.893073468 40.862571202)
KINGS,614012,Store,JABCH,KAFF BAKERY INC,KAFFS BAKERY,4518,FT HAMILTON PKWY,,,BROOKLYN,NY,11219,5500,POINT (-73.995442825 40.640058704)
SUFFOLK,475539,Store,JAC,MERCEP BROS INC,MERCEP BROS,609,LAKE AVE,,,ST JAMES,NY,11780,3000,POINT (-73.158065048 40.885978559)
KINGS,615567,Store,JAC,ALYAMANI GROCERY INC,MARINELLOS,114,WYCKOFF AVE,,,BROOKLYN,NY,11237,7000,POINT (-73.918470719 40.703708697)
QUEENS,748227,Store,JAC,BODEGA DSABOR LLC,DELI GROCERY,80-08,GRAND AVE,,,ELMHURST,NY,11373,0,POINT (-73.884475061 40.732174814)
ORANGE,753232,Store,JAC,FAMILY DELI AND GROCERY ON SOUTH LLC,FAMILY DELI AND GROCERY ON SOUTH,205,SOUTH STREET,,,NEWBURGH,NY,12550,800,POINT (-74.014609163 41.507053873)
QUEENS,637900,Store,JAC,GRAND MEAT CORP,MASPETH MARKETPLACE BY KEY FOOD,66-17,GRAND AVE,,,MASPETH,NY,11378,10000,POINT (-73.898195147 40.724560819)
ALBANY,732386,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19948,1901,2ND AVENUE,,,WATERVLIET,NY,12189,10500,POINT (-73.702073532 42.730880656)
CHAUTAUQUA,065531,Store,JAC,ASHVILLE GENERAL STORE INC,ASHVILLE GENERAL STORE,4844,HWY 474,,,ASHVILLE,NY,14710,3000,POINT (-79.373283052 42.094583988)
BRONX,733666,Store,JAC,LOTUS JACKSON AVE GAS CORP,CITGO,250,JACKSON AVENUE,,,BRONX,NY,10454,1000,POINT (-73.912490063 40.805146699)
KINGS,735022,Store,A,CVS ALBANY LLC,CVS/PHARMACY #10291,1601,KINGS HIGHWAY,,,BROOKLYN,NY,11229,10000,POINT (-73.957113723 40.609592917)
BRONX,739736,Store,JAC,1 DELI BRONX LLC,1 DELI BRONX,2897,SEDGWICK AVE,,,BRONX,NY,10468,0,POINT (-73.901374822 40.875060657)
BRONX,753105,Store,JAC,EL MANA MINI MARKET CORP,EL MANA MINI MARKET,1024,LONGWOOD AVE,,,BRONX,NY,10459,1650,POINT (-73.896568722 40.81633918)
BROOME,030449,Store,JAC,ALEX QUICK MART INC,ALEX QUICK MART,144,COURT ST,,,BINGHAMTON,NY,13901,1200,POINT (-75.908373676 42.099297672)
SARATOGA,410070,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 365,13,LONGKILL RD,,,BALLSTON LAKE,NY,12019,3000,POINT (-73.82241545 42.91118499)
TOMPKINS,500316,Store,JABC,BJS WHOLESALE CLUB INC,BJS WHOLESALE CLUB 352,40,GRAHAM RD WEST,,,ITHACA,NY,14850,86000,POINT (-76.492325112 42.486648384)
FULTON,759191,Store,JAC,FRAZ & SONS INC,JAN SMOKES & DELI,142,W FULTON ST,,,GLOVERSVILLE,NY,12078,0,POINT (-74.351850149 43.051339631)
KINGS,615686,Store,JAC,J&H FARM USA CORP,J&H FARM,214A,PROSPECT PARK W,,,BROOKLYN,NY,11215,4000,POINT (-73.980658825 40.660286332)
RICHMOND,748344,Store,JAC,A&D PUEBLO CORP,PLAZA SAN JERONIMO,465,PORT RICHMOND AVE,,,STATEN ISLAND,NY,10302,1800,POINT (-74.138769346 40.631074184)
ONTARIO,722288,Store,JAC,SHAWN B ENTERPRISES LLC,BLACK BUGGY BULK FOODS,3649,ROUTES 5 &20,,,CANANDAIGUA,NY,14424,4500,POINT (-77.196077414 42.861354366)
KINGS,756503,Store,A,FIRE OG CONVENIENCE II INC,FIRE OG CONVENIENCE II,877,NOSTRAND AVE,,,BROOKLYN,NY,11225,800,POINT (-73.950645157 40.666804058)
JEFFERSON,707956,Store,JACG,LAWLER COMMERCIAL PROPERTIES LLC,MADISON BARRACKS SHARED USE KITCHEN,110,BARTLETT RD. SUITE D,,,SACKETS HARBOR,NY,13685,1600,POINT (-76.111417737 43.950431391)
ONEIDA,716711,Store,JAC,CST NEW YORK LLC,CIRCLE K 4707601,7296,W MAIN ST,,,WESTMORELAND,NY,13490,4200,POINT (-75.404149981 43.115522253)
ESSEX,150251,Store,JABC,CEDAR RUN BAKERY LLC,CEDAR RUN BAKERY&MKT,4,GRISTMILL LN,,,KEENE,NY,12942,1500,POINT (-73.794498599 44.25702037)
ESSEX,150010,Store,JAC,WAL-MART STORES EAST LP,WAL-MART 2424,1134,WICKER ST,,,TICONDEROGA,NY,12883,110000,POINT (-73.433223401 43.856856033)
ONONDAGA,310693,Store,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS 64,7065,MANLIUS CENTER RD,,,EAST SYRACUSE,NY,13057,1200,POINT (-76.033287168 43.063010929)
BRONX,609232,Store,JAC,CALIFORNIA FARMS FRIUT & VEGETABLES CORP,CALIFORNIA FARMS FRIUT & VEGETABLES,234,W 231ST ST,,,BRONX,NY,10463,1000,POINT (-73.906055695 40.879408769)
KINGS,616681,Store,JAC,BAY RIDGE AVENUE DELI&GRCY CORP,BAY RIDGE AVE DEL&GRCY,117,BAY RIDGE AVE,,,BROOKLYN,NY,11220,1600,POINT (-74.031494313 40.637540361)
KINGS,743882,Store,JAC,OCEAN EATS LLC,OCEAN EATS,2150,FULTON STREET,,,BROOKLYN,NY,11233,1000,POINT (-73.91099096 40.678180647)
ST. LAWRENCE,746612,Store,JAC,A PLUS CONVENIENCE STORES INC,7 ELEVEN STORE 40197B,728,CANTON ST,,,OGDENSBURG,NY,13669,1400,POINT (-75.477398008 44.690334715)
QUEENS,745157,Store,JAC,FLUSHING DELI & CONVENIENCE INC,FLUSHING FOOD MARKET,160-02,46TH AVE,,,FLUSHING,NY,11358,1200,POINT (-73.806606174 40.753798196)
BRONX,745690,Store,JAC,ADEE DELI & GROCERY INC,ADEE DELI & GROCERY,700,ADEE AVE,,,BRONX,NY,10467,1200,POINT (-73.866926121 40.869595907)
NIAGARA,290085,Store,A,RITE AID OF NEW YORK INC,RITE AID 1913,214,LOCKPORT ST,,,YOUNGSTOWN,NY,14174,1800,POINT (-79.047481324 43.251075774)
KINGS,730591,Store,A,SRR CONVENIENCE INC,SRR CONVENIENCE STORE,315,KINGS HWY,,,BROOKLYN,NY,11223,1200,POINT (-73.978695112 40.605143174)
QUEENS,746412,Store,JAC,SHRADDHA 70 INC,BENNY & SONS GROC CONV,70-01,MYRTLE AVE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.880910405 40.70205499)
NEW YORK,719758,Store,JAC,GOLDEN OWL BROTHERS INC,GOLDEN SUSHI,1769,2ND AVE.,,,NEW YORK,NY,10128,400,POINT (-73.949036502 40.781922415)
RICHMOND,743911,Store,JAC,AMBOY SUPERSTAR CONVENIENCE INC,AMBOY SUPERSTAR CONVENIENCE,4020,AMBOY ROAD,,,STATEN ISLAND,NY,10308,2000,POINT (-74.1507035 40.549959867)
BROOME,757413,Store,A,GOURMET MINI MART INC,GOURMET MINI MART,56,HENRY ST,,,BINGHAMTON,NY,13901,1000,POINT (-75.909912929 42.100683703)
NEW YORK,748855,Store,A,GORILLAS TECHNOLOGIES US LLC,GORILLAS NYC LES,294,GRAND ST #296,,,NEW YORK,NY,10002,0,POINT (-73.991836428 40.717666704)
DUTCHESS,720893,Store,JAC,SHOP-RITE SUPERMARKETS INC,SHOPRITE #244 LAGRANGEVILLE,1643,RT 82,,,LAGRANGEVILLE,NY,12540,30000,POINT (-73.772755104 41.629611064)
KINGS,748463,Store,JAC,CITY FOOD CORP I,CITY FOOD CORP I,2789,86YH STREET,,,BROOKLYN,NY,11223,1500,POINT (-73.971735 40.595315)
NEW YORK,757736,Store,A,TRADER JOES EAST INC,TRADER JOES 576,121,W 125TH ST,,,NEW YORK,NY,10027,0,POINT (-73.946050175 40.80807314)
KINGS,752597,Store,JAC,LA CEIBA DELI GROCERY AND COURIER INC,LA CEIBA DELI GROCERY AND COURIER,7612,18TH AVE. 1ST FLOOR,,,BROOKLYN,NY,11214,0,POINT (-73.996991214 40.61260684)
MONROE,260139,Store,JAC,UNITED REFINING CO OF PA INC,RED APPLE FD MRT M0099,201,N WASHINGTON ST,,,EAST ROCHESTER,NY,14445,1600,POINT (-77.4877368 43.118226967)
RICHMOND,750479,Store,JAC,ALWATAN HALAL MEAT MARKET CORP,ALWATAN HALAL MEAT MARKET,1449,HYLAN BLVD,,,STATEN ISLAND,NY,10305,2000,POINT (-74.087423232 40.593132745)
NASSAU,703514,Store,JAC,JNJ CARIBBEAN FOODS INC,JNJ CARIBBEAN FOODS,33,MAIN ST,STORE #2,,HEMPSTEAD,NY,11550,1200,POINT (-73.624422575 40.707307384)
BROOME,035525,Store,JAC,L&S FARGNOLI MKT INC,BUTCHER BOYS,935,TAFT AVE,,,ENDICOTT,NY,13760,5000,POINT (-76.039792363 42.123791646)
BRONX,741448,Store,JAC,2185 ANTILLANA MEAT & FOOD CORP,ANTILLANA SUPERFOOD MARKETPLACE,2185,WHITE PLAINS RD,,,BRONX,NY,10462,6000,POINT (-73.86785031 40.856261179)
ERIE,739360,Store,JAC,SPEEDWAY LLC,SPEEDWAY #9881,1898,WHITEHAVEN RD,,,GRAND ISLAND,NY,14072,2500,POINT (-78.96185616 43.021344907)
NASSAU,702373,Store,JACK,SALS PRIME MEAT INC,SAL'S PRIME MEATS,3145,LAWSON BLVD,,,OCEANSIDE,NY,11572,1000,POINT (-73.653634933 40.634728065)
NASSAU,746145,Store,JAC,BODEGA FAMILIA INC,BODEGA FAMILIA,357,N MAIN ST,,,FREEPORT,NY,11520,1000,POINT (-73.587876639 40.668926775)
WESTCHESTER,744107,Store,A,CVS ALBANY LLC,CVS/PHARMACY #522,577,NORTH AVE,,,NEW ROCHELLE,NY,10801,9000,POINT (-73.78787775 40.921544478)
ERIE,721534,Store,JAC,AL SHEIKH JAMIL T,PROGRESS FOOD MARKET,289,HAMBURG ST,,,BUFFALO,NY,14204,1900,POINT (-78.857797179 42.871727894)
BROOME,030416,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #08494,3226,WATSON BLVD,,,ENDWELL,NY,13760,8100,POINT (-76.020574 42.110445184)
SUFFOLK,754714,Store,JAC,LWIN FAMILY CO LLC,SUSHI WITH GUSTO @ FRESH MARKET #210,138,E MAIN ST,,,SMITHTOWN,NY,11787,0,POINT (-73.188568472 40.85480826)
QUEENS,727020,Store,JAC,665 SENECA DELI CORP,665 SENECA DELI,665,SENECA AVENUE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.908472449 40.703403177)
KINGS,670577,Store,JAC,FAT MEAT & PRODUCE CORP,BRAVO SUPERMARKET,4808,4TH AVE,,,BROOKLYN,NY,11220,12000,POINT (-74.011820394 40.647489722)
BRONX,751320,Store,A,MCGRAW PHARMACY INC,MCGRAW PHARMACY,2048,MCGRAW AVE,,,BRONX,NY,10462,4000,POINT (-73.85615328 40.835430222)
KINGS,748562,Store,JAC,CLAY GOURMET DELI INC,CLAY GOURMET DELI,1115,MANHATTAN AVE,,,BROOKLYN,NY,11222,1200,POINT (-73.955487047 40.736685912)
ORLEANS,340081,Store,JACH,LYN OAKEN FARMS INC,LYN OAKEN FARMS,11540,PLATTEN RD,,,LYNDONVILLE,NY,14098,2000,POINT (-78.375869095 43.322333057)
DUTCHESS,730514,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19230,258,HOOKER AVE,,,POUGHKEEPSIE,NY,12603,2000,POINT (-73.910327868 41.686435715)
BRONX,600774,Store,JAC,SANTIAGO MIGUEL,SANTIAGO GROCERY,15,W TREMONT AVE.,,,BRONX,NY,10453,1500,POINT (-73.909874826 40.852100528)
YATES,570153,Store,JAC,MARTIN JOHN&VERNA,CANDY LAND,3900,RT 14A WINDMILL BOX 709,,,PENN YAN,NY,14527,500,POINT (-77.036035786 42.575951946)
SUFFOLK,743271,Store,JAC,BOLLA OPERATING LI CORP,BOLLA 2309 MCR C-STORE,2309,MIDDLE COUNTRY RD,,,CENTEREACH,NY,11720,0,POINT (-73.093144192 40.858380208)
WESTCHESTER,551974,Store,A,BRADELI VARIETY CORP,BRADELI VARIETY,107,GRAMATAN AVE,,,MOUNT VERNON,NY,10550,1000,POINT (-73.837265879 40.914179012)
ERIE,141756,Store,JAC,BJJ CHOCOLATES INC,WATSONS CHOCOLATES,3227,SOUTHWESTERN BLVD,,,ORCHARD PARK,NY,14127,1500,POINT (-78.750078156 42.7953017)
SUFFOLK,725490,Store,JAC,LEBCI INC,7 ELEVEN STORE #34450B,710,ROUTE 347,,,SMITHTOWN,NY,11787,1100,POINT (-73.170226114 40.84766315)
CATTARAUGUS,040193,Store,JAC,MCGILL LORI & GRABOWSKI CYNTHIA,ONOVILLE GENERAL STORE,741,W PERIMETER RD,,,FREWSBURG,NY,14738,1600,POINT (-78.971633901 42.030218049)
NEW YORK,621143,Store,JAC,GREAT WAY FOODS INC,KEY FOOD 790,4365,BROADWAY,,,NEW YORK,NY,10033,15000,POINT (-73.933990399 40.85402451)
BRONX,607950,Store,JAC,S&P MINI MARKET CORP,S&P MINI MARKET,270,E 165TH ST,,,BRONX,NY,10456,1100,POINT (-73.915856152 40.828998746)
RICHMOND,734113,Store,JAC,METRO MART NY INC,METRO MART,2655,RICHMOND AVE #2373,,,STATEN ISLAND,NY,10314,1000,POINT (-74.166456784 40.581819271)
ORANGE,336261,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 322,26,E MAIN ST,,,WASHINGTONVILLE,NY,10992,2300,POINT (-74.165526141 41.42825998)
MONROE,738273,Store,JAC,ALMAR MEAT MARKETS LLC,EMPIRE MEATS 3,1337,GOODMAN ST. NORTH,,,ROCHESTER,NY,14609,1000,POINT (-77.576153305 43.179321947)
WESTCHESTER,737925,Store,JAC,K&E APPLE FARM CORP,APPLE FARM,37,TARRYTOWN RD,,,WHITE PLAINS,NY,10607,2300,POINT (-73.782984714 41.037647785)
ONEIDA,720485,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07638,2639,GENESEE ST,,,UTICA,NY,13501,400,POINT (-75.280351611 43.07695566)
KINGS,610606,Store,JABC,9105 K FOOD LLC,FOODTOWN #587,9105,3RD AVE,,,BROOKLYN,NY,11209,10500,POINT (-74.032290258 40.620072391)
CORTLAND,110004,Store,JABC,HOLLENBECKS CIDER MILL INC,HOLLENBECKS CIDER MILL,1265,EAST STATE RT 392,,,CORTLAND,NY,13045,6900,POINT (-76.191271206 42.510878957)
ERIE,750666,Store,JAC,JOES KWIK MARTS LLC,JOES KWIK MART #472,2080,ABBOTT RD,,,BUFFALO,NY,14218,0,POINT (-78.798458942 42.808528053)
TOMPKINS,500191,Store,A,"KPH HEALTHCARE SERVICES, INC.",KINNEY DRUGS #80,513,N CAYUGA ST,,,ITHACA,NY,14850,0,POINT (-76.499049075 42.445559247)
NASSAU,745773,Store,JAC,LUS LICENSING LLC,LIDL #8009,5601,MERRICK RD,,,MASSAPEQUA,NY,11758,20000,POINT (-73.430171466 40.669710064)
SCHENECTADY,732418,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19091,1203,EASTERN AVENUE,,,SCHENECTADY,NY,12308,11800,POINT (-73.914265267 42.807703019)
NEW YORK,731036,Store,JAC,NEEL KANTH DELI & GROCERY INC,NEEL KANTH DELI & GROCERY,36,AVENUE A,,,NEW YORK,NY,10009,0,POINT (-73.985260825 40.723428675)
ROCKLAND,741878,Store,JAB,SRULYS BAKE SHOP INC,SRULYS BAKE SHOP,190,ROUTE 59,,,MONSEY,NY,10952,500,POINT (-74.083739302 41.109330031)
SUFFOLK,477850,Store,JAD,SAYVILLE BEER AND SODA CORP,SAYVILLE BEER AND SODA,98,RAILROAD AVE,,,SAYVILLE,NY,11782,2000,POINT (-73.083160339 40.73722885)
ERIE,736223,Store,JAC,95 NUTRITION LLC,95 NUTRITION,2674,DELAWARE AVE,,,BUFFALO,NY,14216,1000,POINT (-78.869560509 42.957337514)
NASSAU,281904,Store,JAC,NICAURI DELI INC,NICAURI DELI,156,S MAIN ST,,,FREEPORT,NY,11520,1300,POINT (-73.578999282 40.6532009)
KINGS,720943,Store,JAC,NATURES GOURMET DELI AND ORGANIC FOOD CO,NATURES GOURMET DELI AND ORGANIC FOOD,565,EVERGREEN AVE.,1ST FL,,BROOKLYN,NY,11221,500,POINT (-73.913983383 40.689578192)
QUEENS,760120,Store,A,LINDO BEBE 88 INC,LINDO BEBE 88,40-13,104TH STREET,,,CORONA,NY,11368,0,POINT (-73.861280155 40.749345813)
ONONDAGA,714571,Store,A,CASA DE CUSE INC,CASA DE CUSE,742,BEECH ST,,,SYRACUSE,NY,13210,750,POINT (-76.119686736 43.040162489)
WESTCHESTER,752516,Store,JAC,RT MINI MARKET CORP,RT MINI MARKET,159,ASHBURTON AVE,,,YONKERS,NY,10701,0,POINT (-73.889827813 40.939599934)
ONEIDA,725341,Store,JAC,ASEEL DELI & GROCERY INC,ASEEL DELI & GROCERY,1029,WEST STREET,,,UTICA,NY,13501,600,POINT (-75.232644591 43.09605545)
CAYUGA,735565,Store,JAC,SPEEDWAY INC,EXPRESS MART #343/ SPEEDWAY #9946,1695,STATE RTE 38,,,MORAVIA,NY,13118,1500,POINT (-76.420628492 42.700113916)
NASSAU,282661,Store,A,RB GAS & SERVICES INC,BP SHOP,133,CUTTER MILL RD,,,GREAT NECK,NY,11021,750,POINT (-73.733371776 40.78110192)
QUEENS,633656,Store,A,CVS ALBANY LLC,CVS PHARMACY 02095,61-26,188TH ST,,,FRESH MEADOWS,NY,11365,4000,POINT (-73.786349964 40.739633241)
QUEENS,750486,Store,JAC,BHAKTI 169 INC,MINI MART,16902,35TH AVENUE,,,FLUSHING,NY,11358,1500,POINT (-73.796617041 40.764809838)
RICHMOND,641337,Store,JABC,ARTISAN BAKERS GROUP LLC,ARTISAN BAKERS GROUP,708,SHARROTS ROAD-UNIT 1,,,STATEN ISLAND,NY,10309,2500,POINT (-74.24144305 40.538912434)
SCHENECTADY,425179,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 183,1737,UNION ST,,,SCHENECTADY,NY,12309,3000,POINT (-73.900409413 42.803133936)
KINGS,614700,Store,JAC,FELIO FOOD CORP,TONYS SHOP&SAVE SUPERMK,1157,SUTTER AVE,,,BROOKLYN,NY,11208,4500,POINT (-73.87524164 40.672429949)
ULSTER,510276,Store,JACD,SUNSHINE BEVERAGE CORP,K&E BEVERAGE,255,MAIN ST,,,NEW PALTZ,NY,12561,5000,POINT (-74.072006566 41.743907366)
KINGS,751073,Store,JAC,HERMANOS DELI AND GROCERY CORP,HERMANOS DELI AND GROCERY,3142,FULTON ST,,,BROOKLYN,NY,11208,0,POINT (-73.878882403 40.681637093)
KINGS,751649,Store,JAC,BK SUPER HALAL MEAT DEPOT INC,BK SUPER HALAL MEAT DEPO,217,NEPTUNE AVE,,,BROOKLYN,NY,11235,1000,POINT (-73.961440545 40.581778493)
SENECA,755860,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #24131,8530,NY-414,,,LODI,NY,14860,0,POINT (-76.823063914 42.614491566)
BRONX,734921,Store,JAC,JAMAICA RYTHMS FISH MARKET INC,JAMAICA RYTHMS FISH MAR,3959,BRONXWOOD AVE,,,BRONX,NY,10466,9000,POINT (-73.855167066 40.885566282)
ERIE,754539,Store,JAC,LEGGE HENRY KENYI PAULO,JUBA MARKET,94,GRANT STREET,,,BUFFALO,NY,14213,0,POINT (-78.890846939 42.916408341)
KINGS,716794,Store,JAC,6106 3RD AVENUE DELI CORP,6106 3RD AVENUE DELI,6106,3RD AVE,,,BROOKLYN,NY,11220,1500,POINT (-74.021481794 40.641473402)
DELAWARE,708968,Store,JAC,STAMFORD SMOKEHOUSE LLC,SOLINSKYS,103,MAIN ST,,,STAMFORD,NY,12167,2000,POINT (-74.617332432 42.408211624)
ULSTER,510705,Store,JAC,J&P PETROLEUM INC,SHELL MART,490,MAIN ST,,,NEW PALTZ,NY,12561,1500,POINT (-74.056781509 41.739984174)
WESTCHESTER,720061,Store,JAC,SOENGSUN CORP,SOENGSUN FISH @ FOODTOWN,2005,ALBANY POST RD,,,CROTON ON HUDSON,NY,10520,100,POINT (-73.907853194 41.228315128)
QUEENS,758354,Store,JAC,SK SWEETS DISTRIBUTOR INC,SK SWEETS DISTRIBUTOR,131-06,ROCKAWAY BLVD,,,SOUTH OZONE PARK,NY,11420,1000,POINT (-73.807162565 40.674726297)
COLUMBIA,757306,Store,JAC,RETURN BREWING LLC,RETURN BREWING,726,COLUMBIA STREET,,,HUDSON,NY,12534,500,POINT (-73.78140967 42.24770438)
NEW YORK,744995,Store,JAC,YORK AMBE DELI GROCERY LLC,ORK AMBE DELI,1661,YORK AVE,,,NEW YORK,NY,10128,1900,POINT (-73.94663559 40.776905637)
NEW YORK,754564,Store,JAC,SEQUOIA FOOD & DELI CORPORATION,SEQUOIA FOOD & DELI,2709,FREDERICK DOUGLASS BLVD,,,NEW YORK,NY,10030,2200,POINT (-73.942656868 40.822145283)
SARATOGA,410319,Store,JAC,JOLLEY ASSOC LLC (ESTATE OF),JOLLEY #621,2,CLIFTON COUNTRY RD,,,CLIFTON PARK,NY,12065,1000,POINT (-73.780311054 42.861988667)
MONROE,758124,Store,JAC,ST PAULS CONVENIENCE LLC,ST PAULS CONVENIENCE,1004,SAINT PAUL ST,,,ROCHESTER,NY,14605,0,POINT (-77.623402932 43.173833728)
NEW YORK,627270,Store,JAC,DUAL SPECIALTY STORE INC,DUAL SPECIALTY STORE,91,1ST AVENUE,,,NEW YORK,NY,10003,2000,POINT (-73.986549291 40.72621218)
QUEENS,753546,Store,JAC,BORO BAZAR HALAL MEAT& FISH LLC,BORO BAZAR HALAL MEAT& FISH,37-03,73RD ST,,,JACKSON HEIGHTS,NY,11372,1500,POINT (-73.892555215 40.748620946)
KINGS,670631,Store,JAC,ALEMAN DELI CORP,ALEMAN DELI,1466,PITKIN AVE,,,BROOKLYN,NY,11212,2000,POINT (-73.919566066 40.66825442)
NEW YORK,623606,Store,JAC,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,250,7TH AVE,,,NEW YORK,NY,10001,0,POINT (-73.995208803 40.74502402)
ROCKLAND,390687,Store,JAC,FAMOUS FISH OF MONSEY INC,A B FISH,84,RT 59,,,MONSEY,NY,10952,1500,POINT (-74.127291671 41.11327556)
ROCKLAND,702540,Store,JAC,FERNANDEZ ROJAS GROUP LLC,FERNANDEZ ROJAS GROUP,41,MAIN STREET,,,HAVERSTRAW,NY,10927,0,POINT (-73.962672266 41.196624074)
NEW YORK,757406,Store,JAC,14TH ST DELI CORP II,14TH ST DELI,418,E 14TH ST,,,NEW YORK,NY,10009,1000,POINT (-73.981703377 40.730818119)
KINGS,744363,Store,JAC,GRAPE GOURMET DELI CORP,GRAPE GOURMET DELI,548A,NOSTRAND AVE,,,BROOKLYN,NY,11216,1000,POINT (-73.949702612 40.679949858)
ERIE,140571,Store,A,WALGREEN EASTERN CO INC,WALGREENS 03897,10,YOUNG ST,,,TONAWANDA,NY,14150,13905,POINT (-78.876111134 43.019805068)
